Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,4.3,7.9,2.3,,81,0,,6.3,10.7,,,,,
2,0.7,3.4,-0.9,,89,4.06,,4.1,7.2,,,,,
3,-1.3,0.4,-2.3,,88,4.06,,5,14.4,,,,,
4,-1.1,2,-2.5,,79,0,,6.3,10.7,,,,,
5,-0.8,5.5,-5.6,,64,0,,5.9,10.7,,,,,
6,-1,0.1,-2.1,,84,1.02,,6.7,14.4,,,,,
7,-4.4,-1.5,-7.3,,91,20.07,,5.2,7.2,,,,,
8,-2.2,4.2,-8.4,,83,0,,6.1,18,,,,,
9,2.3,5,-0.6,,89,0,,6.3,10.7,,,,,
10,4.3,6.8,2.2,,90,,,7.2,10.7,,,,,
11,4.6,6.2,3.5,,95,7.11,,5.4,10.7,,,,,
12,-0.4,0.6,-1.2,,94,19.05,,2.8,3.5,,,,,
13,0.9,7.6,-3.2,,86,0,,5,10.7,,,,,
14,2.3,7.7,-0.9,,77,,,5.9,10.7,,,,,
15,-0.2,2.4,-1.7,,84,10.16,,7.6,14.4,,,,,
16,-0.4,3.2,-2.1,,81,0.51,,6.3,10.7,,,,,
17,0.8,4.9,-2.1,,88,5.08,,4.1,7.2,,,,,
18,3.5,7.7,1.4,,87,0.25,,6.7,14.4,,,,,
19,4.2,9.4,1,,83,3.05,,12.2,32.4,,,,,
20,5.5,12.2,0.3,,70,0.51,,13,25.2,,,,,
21,5.6,8.4,4.1,,81,2.03,,16.7,21.7,,,,,
22,1.9,3.7,0.2,,94,8.89,,21.7,32.4,,,,,
23,4.2,8.9,1.7,,85,6.1,,20.7,25.2,,,,,
24,4.2,10,0.3,,80,0,,20.7,25.2,,,,,
25,3.4,6,1.6,,85,2.03,,26.1,32.4,,,,,
26,3.6,9.2,0.3,,70,3.05,,18.9,25.2,,,,,
27,5.1,13.8,-1.4,,61,0,,15.4,21.7,,,,,
28,9.6,14.6,4.1,,58,0,,12.6,18,,,,,
29,4.4,7.7,1,,86,9.91,,15.4,25.2,,,,,
30,5.1,8.5,0.5,,80,0,,19.3,32.4,,,,,
